identifier	pos	stem	morphology	number	case	psx	figurative	grabbing	temporal	existential	non-finite	comment	category_based_on_finnish	meaning_fin	motion_predicate_lemma	predicate	rel_nouns_noun_finnish	rel_nouns_noun?	form	sentence
0702	ADP	выв	выв-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Tila	Tila	suljemme olkien päältä	NA	тупъям	olki	идзас	вывтіыс	Лоас бур, идзас ВЫВТІЫС кӧ ещӧ тупъям неыджыд куйӧд слӧйӧн, сэки силос кынмыны оз вермы.
0547	ADP	ув	ув-ті-ыс	sg	tra	TRUE		NA	NA	NA	TRUE	Tila	Tila	hirsikerroksen alitse vetäen	нуӧдны	нуӧдӧмӧн	hirsikerros	йирк	увтіыс	Тӧлӧдны позьӧ лӧсьӧдны векньыдик трубаяс йирк УВТІЫС нуӧдӧмӧн, пӧдласянаӧс (задвижкаӧн).
0560	ADP	пытш	пытш-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Tila	Tila	eivät voineet mennä jäiden keskeltä	мунны	оз вермыны муннысӧ	jäät	йияс	пытштіыс	Сӧмын ёна гырысь ледоколъясӧн позьӧ муртса мунны арктикатіыс, дай сійӧн на, кыдзи петкӧдліс «Красинлӧн» походыс, мый весиг гырысь ледоколъяс оз пыр вермыны муннысӧ йияс ПЫТШТІЫС.
0105	ADP	пӧвст	пӧвст-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Tila	(sairaus) kulkee (terveiden) ihmisten keskuudessa	ветлӧдлыны	ветлӧдлӧ	kansa	йӧз	пӧвстті	Мукӧддырйиыс ӧд висьысьыдлӧн висьӧмыс оз тӧдчы, ветлӧдлӧ сійӧ дзоньвидза йӧз ПӦВСТТІ, разӧдӧ висьӧмсӧ.
0665	ADP	весь	весь-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Tila	Tila	(napanuora tai istukka?) on puhjennut lapsen päältä	NA	потӧма	lapsi	кага	весьтіыс	Кага ВЕСЬТІЫС везйыс потӧма, сэті и петӧма вирыс.
0523	ADP	пытш	пытш-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	menevät kammion läpi	мунны	мунӧны	kammio	камера	пытшті	Камера ПЫТШТІ улысӧдыс мунӧ кыскан (уджалан) брус, кодӧс йитӧма прессуйтысь механизм пыр поршенькӧд.
0256	ADP	берд	берд-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Tila	Tila	täytyy tehdä kanavan reunasta	NA	колӧ вӧчны	kanava	канава	бердтіыс	Татшӧм джоджсӧ ёна колӧ вӧчны куйӧд проходын, куйӧд канаваын да мӧс кокув дінті — метр нёльӧд юкӧн, канава БЕРДТІЫС.
0593	ADP	бок	бок-ъяс-ті	pl	tra	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	menee ulos kanaalin reunoja pitkin	петны	петӧ	kanaali	канал	бокъясті	Кизьӧрмӧм-сылӧм сёян сёян сылан канал БОКЪЯСТІ петӧ вирӧ, мунӧ туша кузя.
0577	ADP	кос	кос-ті	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä (2)	ei voi laskea kulkemaan perunapuskien välistä	ветлыны	оз позь лэдзны ветлыны	perunanlehdet	картупель кустъяс	кості	Оз позь вӧвтӧ лэдзны ветлыны картупель кустъяс КОСТІ бӧрӧздаясӧд, оз позь пыркӧдны картупель мусӧ зыр бердӧ, да с. в.
0469	ADP	дін	дін-ті	sg	tra	FALSE		NA	NA	NA	TRUE	Tila	Tila	talon vierestä mennessä	мунны	мунігӧн	talo	керка	дінті	Санаторийысь бӧр больнича керка ДІНТІ мунігӧн нуисны сэті волшебнӧй пӧнар.
0131	ADP	ув	ув-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Väylä	Väylä	katsoi käden alta	NA	видзӧдліс	käsi	ки	увтіыс	Владюков здук кежлӧ сувтліс, ки УВТІЫС видзӧдліс мунысьяс вылӧ, сэсся гаркнитіс:
0253	ADP	выв	выв-ті-ыс	sg	tra	TRUE		NA	NA	NA	TRUE	NA	Tila	täytyy kierittää kylvön päällitse	быглявны	колӧ быглявны	kylvö	кӧдза	вывтіыс	Кӧдзан кӧ пинёвтӧм бӧрын, колӧ кӧдза ВЫВТІЫС быглявны кокньыдик каток.
0364	ADP	кост	кост-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Tila	joiden välistä laskivat	лэдзны	лэдзисны	jotka	кодъяс	костӧд	Сійӧ вӧлі вӧчӧма кык валикысь, кодъяс КОСТӦД лэдзисны сутуга либӧ вӧсньыдик ота металл.
0552	ADP	кост	кост-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	NA	Tila	vetävät jalkojen välistä	нуӧдны	нуӧдӧны	jalka	кок	костӧдыс	Тырсьӧдігӧн кӧ кӧбылаыс ёна чужъясьӧ, сэк ужӧс чужъялӧмысь видзӧм могысь сылы пуктӧны бӧръя кок пятаясас ременьяс, кысянь нуӧдӧны кык водз кок КОСТӦДЫС да гӧгӧртӧдӧны кок гӧгӧрыс, кысянь нуӧдӧны помъяссӧ сьылі вывланьыс.
0438	ADP	берд	берд-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Väylä (mitta)	Väylä	mittaa jalan reunasta	мерайтчыны	мерайтчӧ	jalka	кок	бердтіыс	Та бӧрын мерайтчӧ кызта морӧс гӧгӧрыс, водз кок БЕРДТІЫС (3-ӧд серпасын).
0084	ADV	водз	водз-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	aiemmin (edeltä)	NA	NA	NA	NA	водзті	ВОДЗТІ сійӧ эз тӧдлы, мый тӧлысь вылын гӧраяс эмӧсь.
0085	ADV	водз	водз-ті-джык-сӧ	NA	tra	NA		NA	NA	NA	NA	NA	NA	aiemmin (enemmän edeltä)	NA	NA	NA	NA	водзтіджыксӧ	ВОДЗТІДЖЫКСӦ, революцияӧдз, Россияад юраліс, властвуйтіс неыджыд озыр йӧз чукӧр.
0257	ADP	дін	дін-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Tila	täytyy tehdä jalkapohjien juuresta (?)	NA	колӧ вӧчны	jalkapohja	кокув	дінті	Татшӧм джоджсӧ ёна колӧ вӧчны куйӧд проходын, куйӧд канаваын да мӧс кокув ДІНТІ — метр нёльӧд юкӧн, канава бердтіыс.
0431	ADP	дін	дін-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	jotta (puhdas ilma) menisi munien vierestä	ветлыны	медым ветліс	munat	колькъяс	дінті	Кор колькйыд абу уна, бурджык сійӧ видзны неыджыд кӧрзинкаын, медым колькъяс ДІНТІ вӧляа ветліс сӧстӧм сынӧд.
0468	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	Väylä	Väylä (2)	rautatietä pitkin mennessä	мунны	мунігӧн	rautatie	кӧрт_туй	вывті	Сэтшӧмтор жӧ позьӧ аддзыны кӧрт туй ВЫВТІ поездын мунігӧн — миянлы кажитчӧ, быттьӧкӧ вагоныс сулалӧ, а пуясыс, керкаясыс, телеграф столбъясыс бокӧдыд мунӧны.
0259	ADP	кост	кост-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	NA	Tila	täytyy leikata sitomisen kohdalta	NA	колӧ вундыны	sitominen	кӧрталӧм	костӧдыс	Кык кымын вершӧк сайӧд кага кынӧмсянь гӧгсӧ кыклаті зэв зэлыда колӧ кӧртавны да кык кӧрталӧм КОСТӦДЫС вундыны ножичӧн.
0696	ADP	кост	кост-ті	sg	tra	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	mahtuu menemään rautanaulojen välistä	мунны	тӧрас мунны	rautanaulat	кӧрттувъяс	костті	Миян деньганым ӧні зэв кокньыда тӧрас мунны кӧрттувъяс КОСТТІ.
0698	ADP	кост	кост-ті	sg	tra	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	mahtuu menemään rautanaulojen välistä	мунны	тӧрӧ мунны	rautanaulat	кӧрттувъяс	костті	Босьтам ыргӧн деньга; деньга дорас бердӧд тувъялам кӧрт тувъяс пӧвйӧ — мед кӧрттувъяс КОСТТІ кокньыда тӧрӧ мунны миян деньганым.
0699	ADP	кост	кост-ті	sg	tra	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	mahtuu menemään rautanaulojen välistä	мунны	тӧрӧ мунны	rautanaulat	кӧрттувъяс	костті	Сэсся босьтам да мӧдлаӧ пӧвйӧ бара тувъялам кык кӧрттув, сӧмын мед ӧні деньга зэв сьӧкыда тӧрӧ мунны кӧрттувъяс КОСТТІ.
0659	ADP	кост	кост-ті	sg	tra	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	alamme viedä rautanaulojen välistä	нуӧдны	пондам нуӧдны	rautanaulat	кӧрттувъяс	костті	Сы бӧрын пуктам деньганымӧс сылан йи пытшкӧ; недыр мысти йи пытшкысь босьтам деньга, пондам нуӧдны кӧрттувъяс КОСТТІ.
0750	ADP	сер	сер-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	NA	"""rehujen mukaan"""	NA	NA	rehut	кӧрымъяс	серті	ссср центръясын, торъя нин Москваын, турун ёна оз тырмы, турун вылӧ доныс мукӧд пӧлӧс кӧрымъяс СЕРТІ вывті вылын.
0080	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	Tila	Tila	kuivaa (maata) kulkeva	ветлыны	ветлан	kuiva (maa)	кос	вывті	Тайӧ кольччӧмсӧ лоис бырӧдӧма, кос ВЫВТІ да ваӧд ветлан торъясын парӧвӧй машина вын применитӧмӧн.
0081	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	Tila	Tila	kuivaa (maata) kulkeva	ветлыны	ветлан	kuiva (maa)	кос	вывті	хv–хvііі нэмъясын зэв ёна уджавлісны тӧв вынӧн кос ВЫВТІ ветлан двигатель, медся нин му уджалан двигатель, лӧсьӧдӧм вылын.
0093	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Väylä (2)	kulkevat kuivan maan yli	ветлыны	ветлісны	kuiva (maa)	кос	вывті	Кос ВЫВТІ ветлісны каретаясӧн.
0118	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	NA	Väylä (2)	kuivaa maata pitkin menemisessä	ветлыны	ветлӧмын	kuiva (maa)	кос	вывті	Техника петкӧдіс кос ВЫВТІ ветлӧмын нӧшта ӧти зэв тӧдчана ветлан ног — автомобиль.
0119	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	NA	Väylä (2)	kuivaa maata pitkin meneminen	ветлыны	ветлӧмыс	kuiva (maa)	кос	вывті	Татшӧм омӧль техниканад кос ВЫВТІ, юясӧд да мореясӧд ветлӧмыс, груз новлӧдлӧмыс сувтӧ вӧлі зэв донӧн.
0116	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	NA	NA	väliä pitkin menemisessä (= keskenmenossa)	ветлыны	ветлӧмын	väli	кос	вывті	Кос ВЫВТІ ветлӧмын делӧыс нӧшта на омӧль.
0471	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Väylä (2)	meni kuivaa maata pitkin	мунны	муніс	kuiva (maa)	кос	вывті	Кыдзи аддзанныд — тайӧ кадас муніс чорыд тыш кос ВЫВТІ ветлӧмӧ парӧвӧй машина применитӧмын.
0022	ADP	берд	берд-ті	sg	tra	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	kulkee sontakanavaa pitkin	босьтсьыны	босьтсьӧ	sontakanava	куйӧд канава	бердті	Кыскан трубаыс ӧні вӧчсьӧ кык пӧвстӧн: шоныд сынӧд (ру) босьтсьӧ (кыскыссьӧ) вылысь, йирк бердысь, стойласа газъяс (медъёна — аммиак) улысь, куйӧд канава БЕРДТІ.
0132	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	(ötökät) ryömivät nahkaa pitkin	NA	визлалӧны	nahka	кучик	вывті	Ай гагъяс лунын ӧтилаын жӧ олӧны, визлалӧны сӧмын войясын, кучик ВЫВТІ.
0580	ADP	пытш	пытш-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	eivät näy ihon läpi	NA	оз тӧдчыны	nahka	кучик	пытштіыс	Посньыдик, небыдик нерӧдъясыд эськӧ быд мортлӧн эм да, дзоньвидза мортыдлӧн кучик ПЫТШТІЫС ки улад найӧ оз тӧдчыны.
0106	ADP	ув	ув-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Tila	Tila	kulkeutuu nahkakerroksen alitse	ветлӧдлыны	ветлӧдлӧ	nahkakerros	кучик пласт	увтіыс	Сэки сійӧ пыдӧ кучик пытшкӧ оз пыр, ветлӧдлӧ медвылысса кучик пласт УВТІЫС.
0478	ADP	дін	дін-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	meni kaupan vierestä	мунны	муніс	kauppa	лавка	дінті	Кутшӧмкӧ детина муніс лавка ДІНТІ, аддзис ӧшинь пыр зэв мича морта нига.
0553	ADP	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Väylä (2-ulott.)	Väylä	vetävät heinävallin keskeltä	нуӧдны	нуӧдӧны	heinävalli	лёдз	шӧрӧдыс	Сынанӧ доддялӧм вӧв нуӧдӧны первой лёдз ШӦРӦДЫС, сэсся — туруныс сынан тырыс чукӧрмас да — лёдз пӧлӧныс.
0177	ADP	кост	кост-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä (2)	on kytkeytynyt Liverpoolin ja Manchesterin väliseen (rautatiehen)	NA	йитчӧма	Liverpool ja Manchester	Ливерпуль да Манчестер	костӧд	Паравозъяс ёна паськалӧмлӧн да кӧрт туй транспорт паськалӧмлӧн историяыс йитсьӧма Ливерпуль да Манчестер КОСТӦД кӧрт туй историякӧд (Англия).
0139	ADP	кост	кост-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä (2)	Liverpoolin ja Manchesterin väliin oli avattu	восьтыны	вӧлі восьтӧма	Liverpool–Manchester	Ливерпуль-Манчестер	костӧд	1830ʼ воын вӧлі восьтӧма Ливерпуль-Манчестер КОСТӦД 45 км кузя кӧрт туй.
0551	ADP	дор	дор-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	pitävät lapaluun reunitse	нуӧдны	нуӧдӧны	lapaluu	лопатка	дортіыс	Та бӧрын сійӧ жӧ лентанас мерайтчӧ туша кызта, лентасӧ нуӧдӧны шоша вывтіыс морӧс гӧгӧрыс водз кок лопатка ДОРТІЫС, лентасӧ кокньыдика зэлӧдӧмӧн.
0277	ADP	ув	ув-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	täytyy viedä lapaluun alta	нуны	колӧ нуны	lapaluut	лопаткаяс	увті	Водзӧдыд сантиметрсӧ колӧ нуны нёнь юр весьтті, мышкӧдыд — лопаткаяс УВТІ.
0088	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	Tila	Tila	niittyä pitkin mennessä	ветлыны	ветлігӧн	niitty	луд	вывті	Луд ВЫВТІ ветлігӧн вӧвъяс йирӧны сэтшӧм турунъяс, кодъясӧс оз ло ытшкӧма да сы вӧсна весьшӧрӧ вошӧны.
0114	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	NA	Väylä (2)	peltoa pitkin meneminen	ветлыны	ветлӧм	niitty	луд	вывті	Вӧвъяслы ёна бур луд ВЫВТІ ветлӧм.
0731	ADP	кост	кост-ъяс-ӧд-ыс	pl	prl	TRUE		NA	NA	TRUE	NA	NA	Tila	luun sisusta on avoin, pehmeä	NA	NA	luu	лы	костъясӧдыс	Налӧн юр лыясыс дыр оз бурдны, лы КОСТЪЯСӦДЫС восьса, небыд (14-ӧд серп.).
0230	ADP	кост	кост-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	NA	Väylä (3)	nousee hiekan väleistä	каттьысьны	каттьысяс	hiekka	лыа	костъясӧд	Посньыдик розьясӧд, лыа КОСТЪЯСӦД ваыд улісяньыс ӧдйӧ каттьысяс вывланьӧ, зэв ӧдйӧ косьмӧ.
0320	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	vetää hiekkaa pitkin	кыскыны	кыскӧ	hiekka	лыаа	вывті	Шӧркоддьӧм уджӧн жӧ лыддьыссьӧ, сійӧ жӧ кӧ вӧлыс сы мында жӧ груз сы ылнаӧдз жӧ кыскӧ гырысь лыаа ВЫВТІ либӧ посни галяа вывті.
0741	ADP	сер	сер-ти	sg	tra	FALSE		NA	NA	NA	NA	NA	NA	"""vanhojen luiden perusteella"""	NA	NA	luut	лыяс	серти	Сюралӧма лыяс СЕРТИ тӧдмалісны, важ мортыд пӧ весиг веськыда сулавны абу кужлӧма, кокъясыс пидзӧсӧдыс кусыня вӧлӧма.
0159	ADP	кост	кост-ӧд-ыс	sg	prl	TRUE		NA	NA	TRUE	NA	NA	Tila	(ruokintapaikka) on tehty seimen keskeltä	NA	вӧчӧма	seimi	лясни	костӧдыс	Джоджсянь ӧшинь увдор тасӧдз (пӧдушкаӧдзыс) лясни вӧчӧм бӧрын колӧ 2,00-сянь 2,50 метрӧдз; лясни КОСТӦДЫС кӧ вӧчӧма вердчан туй, сэки джудждасӧ позьӧ чинтыны 1,75 метрӧдз.
0744	ADP	сер	сер-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	NA	"""mittakaavan suhteen"""	NA	NA	mittakaava	масштаб	серті	Веськыд пельӧса диаграммаяс чертитӧм масштаб СЕРТІ.
0337	ADP	водз	водз-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	kiinnittelivät laitteen eteen (leikkurin)	NA	лӧсьӧдлісны	auto	машина	водзті	Нянь вундӧм вылӧ машина ВОДЗТІ лӧсьӧдлісны ытшкан машина модааӧс.
