identifier	pos	stem	morphology	number	case	psx	comment	figurative	grabbing	temporal	existential	non-finite	meaning_fin	predicate	rel_nouns_noun?	form	sentence
0085	ADV	водз	водз-ті-джык-сӧ	NA	tra	NA	NA	NA	NA	NA	NA	NA	aiemmin (enemmän edeltä)	NA	NA	водзтіджыксӧ	ВОДЗТІДЖЫКСӦ, революцияӧдз, Россияад юраліс, властвуйтіс неыджыд озыр йӧз чукӧр.
0086	NOUN	сынӧд	сынӧд-ӧд	sg	prl	FALSE	Väylä (3-ulott.)	NA	NA	NA	NA	TRUE	ilman läpi menevä	ветлан	NA	сынӧдӧд	СЫНӦДӦД ветлан татшӧм машинаяслӧн двигательясыс уна, овлӧ 6 сюрс вӧв вын мындаӧдз.
0087	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	mätänevää ruokaa pitkin mennessä	ветлігӧн	сёян	вывті	Куйӧд, кашельясті, сісьман сёян ВЫВТІ ветлігӧн гутъяслы кокъясас сибдалӧны быдсяма пӧлӧс висьӧмлӧн микробъясыс.
0088	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	niittyä pitkin mennessä	ветлігӧн	луд	вывті	Луд ВЫВТІ ветлігӧн вӧвъяс йирӧны сэтшӧм турунъяс, кодъясӧс оз ло ытшкӧма да сы вӧсна весьшӧрӧ вошӧны.
0089	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	laidunmaata pitkin mennessä	ветлігӧн	пӧскӧтина	вывті	Пӧскӧтина ВЫВТІ ветлігӧн вӧвъяслӧн сӧвмӧны-ёнмӧны мускулъясыс, сӧнъясыс да кусмӧсъясыс.
0090	NOUN	кашель	кашель-яс-ті	pl	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	(jotain likaista asiaa) pitkin mennessä	ветлігӧн	NA	кашельясті	Куйӧд, КАШЕЛЬЯСТІ, сісьман сёян вывті ветлігӧн гутъяслы кокъясас сибдалӧны быдсяма пӧлӧс висьӧмлӧн микробъясыс.
0091	NOUN	места	места-ӧд	sg	prl	FALSE	Kohdeväylä	NA	NA	NA	NA	NA	30 km etäiseen paikkaan	ветліс	NA	30 км ылна местаӧд	Фитч паракод йылысь тӧдӧны, мый 1788ʼ воӧ Филадельфиясянь да Берлингтонӧдз (Америкаын) 30 КМ ЫЛНА МЕСТАӦД ветліс 30 пассажирӧн.
0092	ADP	питі	питі-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	(ilman) täytyy mennä maan poikki	ветліс	му	питіыс	Медым куйӧдыд да мукӧд сісьмӧм шыбласъяс му пиын пӧрисны селитраӧ, колӧ, мед му ПИТІЫС ветліс сынӧд.
0093	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	kulkevat kuivan maan yli	ветлісны	кос	вывті	Кос ВЫВТІ ветлісны каретаясӧн.
0094	ADP	дор	дор-ъяс-ӧд	pl	prl	FALSE	NA	NA	NA	NA	NA	NA	menivät meren rannan reunoja pitkin	ветлісны	море_берег	доръясӧд	Водзджыкнас парӧвӧй судноясӧн ветлісны сӧмын юясӧд да море берег ДОРЪЯСӦД.
0095	NOUN	канал	канал-ъяс-ӧд-ыс	pl	prl	TRUE	Väylä	NA	NA	NA	NA	NA	kulkevat kärryillä kanavia pitkin	ветлісны	NA	каналъясӧдыс	Вӧчалісны бурджык шоссейнӧй туйяс, кодъялісны каналъяс, вӧчалісны посъяс да сӧмын тайӧ шоссейнӧй туйясӧдыс да КАНАЛЪЯСӦДЫС ветлісны сійӧ жӧ телегаясӧн да пуръясӧн.
0096	NOUN	море	море-яс-ӧд	pl	prl	FALSE	Väylä (2-ulott.)	NA	NA	NA	NA	NA	kulkivat meriä pitkin	ветлісны	NA	мореясӧд	хіх нэмса 70-ӧд воясӧдз МОРЕЯСӦД медсясӧ ветлісны паруснӧй суднояс.
0097	NOUN	туй	туй-яс-ӧд-ыс	pl	prl	TRUE	Väylä	NA	NA	NA	NA	NA	kulkevat kärryillä teitä pitkin	ветлісны	NA	туйясӧдыс	Вӧчалісны бурджык шоссейнӧй туйяс, кодъялісны каналъяс, вӧчалісны посъяс да сӧмын тайӧ шоссейнӧй ТУЙЯСӦДЫС да каналъясӧдыс ветлісны сійӧ жӧ телегаясӧн да пуръясӧн.
0098	NOUN	ю	ю-яс-ӧд	pl	prl	FALSE	Väylä	NA	NA	NA	NA	NA	kulkevat jokia pitkin	ветлісны	NA	юясӧд	Водзджыкнас парӧвӧй судноясӧн ветлісны сӧмын ЮЯСӦД да море берег доръясӧд.
0099	ADP	бок	бок-ъяс-ті-ыс	pl	tra	TRUE	Väylä (distr.)	NA	NA	NA	NA	NA	kulkee lajittelun reunoja pitkin	ветлӧ	сортировка	бокъястіыс	Мед картупельыс эз сибдав бедьяс костас, сортировка БОКЪЯСТІЫС ветлӧ ӧти либӧ кык уджалысь да роскӧн перъялӧны сибдӧм картупельяссӧ.
0100	NOUN	обсерватория	обсерватория-ӧд	sg	prl	FALSE	Väylä (2-ulott.)	NA	NA	NA	NA	NA	kuljeskeli pitkin observatoriota	ветлӧдліс	NA	обсерваторияӧд	Дыр ветлӧдліс Иван ОБСЕРВАТОРИЯӦД, гӧгӧр видлаліс.
0101	ADP	выв	выв-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	kuljettaa siivilän läpi	ветлӧдлӧ	пожъяс	вывтіыс	Сылӧн пожъясыс ветлӧны бӧрӧ да водзӧ, сы понда кӧйдысыс ветлӧдлӧ пожъяс ВЫВТІЫС пыр бок вылас.
0102	NOUN	гӧбӧч	гӧбӧч-ӧд-ыд	sg	prl	TRUE	NA	NA	NA	NA	NA	NA	kulkee kellariin	ветлӧдлӧ	NA	гӧбӧчӧдыд	Кузь арся да тӧвся пемыд войяснад гажтӧм налы, войбыд мыйкӧ каститчӧ: быттьӧ ГӦБӦЧӦДЫД «олыся» ветлӧдлӧ, паччӧр сэрӧгад кодкӧ печкӧ да мый да.
0103	NOUN	енэж	енэж-ӧд-ыс	sg	prl	TRUE	Väylä (huom. aurinko)	NA	NA	NA	NA	NA	kuljeskelee taivasta pitkin	ветлӧдлӧ	NA	енэжӧдыс	Миянлы кажитчӧ, быттьӧкӧ ӧтнас шондіыс надзӧникӧн ветлӧдлӧ ЕНЭЖӦДЫС.
0104	ADP	кост	кост-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	kulkee sirpaleiden välistä	ветлӧдлӧ	торпыригъяс	костті	Разалӧм бӧрын куйӧд кокньыда вакӧд ветлӧдлӧ му торпыригъяс КОСТТІ, кокньыда веськалӧ быдмӧг вуж помса гӧнъяс бердӧ.
0105	ADP	пӧвст	пӧвст-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	(sairaus) kulkee (terveiden) ihmisten keskuudessa	ветлӧдлӧ	йӧз	пӧвстті	Мукӧддырйиыс ӧд висьысьыдлӧн висьӧмыс оз тӧдчы, ветлӧдлӧ сійӧ дзоньвидза йӧз ПӦВСТТІ, разӧдӧ висьӧмсӧ.
0106	ADP	ув	ув-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	kulkeutuu nahkakerroksen alitse	ветлӧдлӧ	кучик пласт	увтіыс	Сэки сійӧ пыдӧ кучик пытшкӧ оз пыр, ветлӧдлӧ медвылысса кучик пласт УВТІЫС.
0107	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	TRUE	maata pitkin meneminen	ветлӧдлӧм	му	вывті	Сэтшӧм кокъяснад сійӧ бурджыка вермывлӧма пуясӧ каттьысьны му ВЫВТІ ветлӧдлӧм дорысь.
0108	NOUN	васӧдін	васӧдін-ъяс-ті	pl	tra	FALSE	Tila	NA	NA	NA	NA	NA	kulkevat kosteikkoja pitkin	ветлӧдлӧны	NA	васӧдінъясті	Найӧ ветлӧдлӧны кытісюрӧ, ёнджыкасӧ нюръясті, ВАСӦДІНЪЯСТІ, пӧтмӧн сёян налы оз сюр, сы понда найӧс лоӧ гортын вердны, тӧлын моз жӧ.
0109	NOUN	нюр	нюр-ъяс-ті	pl	tra	FALSE	Tila	NA	NA	NA	NA	NA	kulkevat (mistä sattuu, eniten) soita pitkin	ветлӧдлӧны	NA	нюръясті	Найӧ ветлӧдлӧны кытісюрӧ, ёнджыкасӧ НЮРЪЯСТІ, васӧдінъясті, пӧтмӧн сёян налы оз сюр, сы понда найӧс лоӧ гортын вердны, тӧлын моз жӧ.
0110	NOUN	пытш	пытш-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	menevät sen läpi	ветлӧдлӧны	сы	пытшті	Сынӧдӧн ми лолалам, сы ПЫТШТІ ветлӧдлӧны кымӧръяс, лэбалӧны аэропланъяс да лэбачьяс.
0111	NOUN	улича	улича-яс-ӧд	pl	prl	FALSE	Väylä	NA	NA	NA	NA	NA	(heikensi) teitä pitkin menemisen kykenemistä	ветлӧдлысь позьӧмсӧ	NA	уличаясӧд	Парӧвӧй автомобильлӧн сьӧкыдлуныс да ыджыд места босьтӧмыс нӧшта омӧльтіс самокатъяслысь УЛИЧАЯСӦД ветлӧмлысь позьӧмсӧ.
0112	NOUN	му	му-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	(vesi) menee (helposti pehmeää) maata pitkin	ветлӧлдӧ	NA	муӧд	Ӧні бара ӧтитор тӧдмалім: небыд МУӦД кокньыда ва ветлӧдлӧ, кокньыда улісянь вывлань кайӧ.
0113	ADV	выв	выв-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	вывті	ВЫВТІ вутшкӧсь инъястіыс колӧ гӧрны кык мортлы: ӧтикыслы вӧвсӧ да гӧрсӧ веськӧдлыны, мӧдыслы — кокнас пластъястӧ водтӧдлыны да кӧрт зырйӧн вутшкӧсь пластъяссӧ орйӧдлыны.
0114	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	TRUE	peltoa pitkin meneminen	ветлӧм	луд	вывті	Вӧвъяслы ёна бур луд ВЫВТІ ветлӧм.
0115	NOUN	туй	туй-яс-ӧд	pl	prl	FALSE	NA	NA	NA	NA	NA	NA	teitä pitkin meno	ветлӧм	NA	туйясӧд	Пондісны думайтны, оз-ӧ позь тшӧтш кыдзкӧ лӧсьӧдны кӧрт рельсъяса ТУЙЯСӦД ветлӧм вылӧ тайӧ парӧвӧй машинасӧ.
0116	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	TRUE	väliä pitkin menemisessä (= keskenmenossa)	ветлӧмын	кос	вывті	Кос ВЫВТІ ветлӧмын делӧыс нӧшта на омӧль.
0117	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	TRUE	vettä pitkin menemisessä	ветлӧмын	ва	вывті	Тайӧ кадас ва ВЫВТІ ветлӧмын медводзысь вӧліс применитӧма парӧвӧй турбина.
0118	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	TRUE	kuivaa maata pitkin menemisessä	ветлӧмын	кос	вывті	Техника петкӧдіс кос ВЫВТІ ветлӧмын нӧшта ӧти зэв тӧдчана ветлан ног — автомобиль.
0119	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	TRUE	kuivaa maata pitkin meneminen	ветлӧмыс	кос	вывті	Татшӧм омӧль техниканад кос ВЫВТІ, юясӧд да мореясӧд ветлӧмыс, груз новлӧдлӧмыс сувтӧ вӧлі зэв донӧн.
0120	NOUN	море	море-яс-ӧд	pl	prl	FALSE	NA	NA	NA	NA	NA	TRUE	meriä pitkin meneminen	ветлӧмыс	NA	мореясӧд	Татшӧм омӧль техниканад кос вывті, юясӧд да МОРЕЯСӦД ветлӧмыс, груз новлӧдлӧмыс сувтӧ вӧлі зэв донӧн.
0121	NOUN	ю	ю-яс-ӧд	pl	prl	FALSE	Väylä	NA	NA	NA	NA	TRUE	jokia pitkin meneminen	ветлӧмыс	NA	юясӧд	Татшӧм омӧль техниканад кос вывті, ЮЯСӦД да мореясӧд ветлӧмыс, груз новлӧдлӧмыс сувтӧ вӧлі зэв донӧн.
0122	NOUN	туй	туй-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	TRUE	huonoa tietä pitkin menemisestä	ветлӧмысь	NA	туйӧд	Сы вӧсна нӧбасьысьяслы колӧ видзчысьны лёк ТУЙӦД телегаӧн ветлӧмысь, мед оз таркӧд сійӧс.
0123	NOUN	туй	туй-яс-ӧд	pl	prl	FALSE	NA	NA	NA	NA	NA	TRUE	teitä pitkin menemisestä	ветлӧмысь	NA	туйясӧд	Сідзи и колӧ вӧлі видзчысьны, мый каналъясӧн владейтысьяс, пошта станцияяс кутысьяс, трактирщикъяс — ставыс, кодъяслы воис барыш важ ногӧн ТУЙЯСӦД ветлӧмысь, чорыда сувтісны кӧрт туй вӧчӧмлы паныд.
0124	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	menevät ilman läpi	ветлӧны	NA	сынӧдті	СЫНӦДТІ ветлӧны и зэв посньыдик ва войтъясысь артмӧм кымӧръяс, и бус.
0125	NOUN	ывла	ывла-ті-ыд	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	kulkevat ulkoa	ветлӧны	NA	ывлатіыд	Тӧдтӧм (бокысь) морт кӧ воас сиктӧ праздник кежлӧ, либӧ туйӧ мунігӧн праздничайтан сиктӧ веськалӧ, сылы зэв гажтӧм, полӧ, а быть ӧд пов: код юра йӧзыд ветлӧны ЫВЛАТІЫД да горзӧны, лёк ногӧн сьылӧны, быд пельӧсын ёрччӧны-матькӧны, лёк ногӧн косясьӧны — пуртъясӧн, изъясӧн да зоръясӧн.
0126	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	kuljeskelivat maata pitkin	ветлывлісны	му	вывті	Ветлывлісны му ВЫВТІ и ва вывті тӧргуйтӧм могысь, мореясысь да океанъясысь чери кыйлісны, степъясын да вӧръясын кыйсьылісны, скӧтнысӧ видзлісны, — перйылісны аслыныс кынӧмпӧт.
0127	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	kuljeskelivat vettä pitkin	ветлывлісны	ва	вывті	Ветлывлісны му вывті и ва ВЫВТІ тӧргуйтӧм могысь, мореясысь да океанъясысь чери кыйлісны, степъясын да вӧръясын кыйсьылісны, скӧтнысӧ видзлісны, — перйылісны аслыныс кынӧмпӧт.
0128	ADP	выв	выв-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	kulkivat veden päältä	ветлывлісны	ва	вывтіыс	Сыысь кындзи ва ВЫВТІЫС пырджык ветлывлісны дзонь флотилияясӧн, а флотилияяслы пыр лоис мунны ӧтлаын, медньӧжйӧ мунысь судноыскӧд тшӧтш.
0129	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	kulkea ulkona (kaikenlaisessa säässä)	ветлыны	ывла	вывті	Тайӧс вӧчны колӧ со кыдзи: туша пасьтатӧ колӧ зыравны кӧдзыд ваа кузьчышъянӧн (кичышкӧдӧн), купайтчыны кӧдзыд ваын, да ывла ВЫВТІ ветлыны быдсяма поводдя дырйи, сиктъясад кагаӧс кӧ кӧсйӧны петкӧдны ывла вылӧ, тӧбасны-гартасны первой юр вывтіыс мед оз кынмы.
0130	NOUN	мувыв	мувыв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	TRUE	maata pitkin menevä	ветлысь	NA	мувывті	МУВЫВТІ ветлысь став кывтӧм пемӧсъяс и мортъяс мыджсьӧны Муӧ, фундамент вылӧ моз.
0131	ADP	ув	ув-ті-ыс	sg	tra	TRUE	Väylä	NA	NA	NA	NA	NA	katsoi käden alta	видзӧдліс	ки	увтіыс	Владюков здук кежлӧ сувтліс, ки УВТІЫС видзӧдліс мунысьяс вылӧ, сэсся гаркнитіс:
0132	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	(ötökät) ryömivät nahkaa pitkin	визлалӧны	кучик	вывті	Ай гагъяс лунын ӧтилаын жӧ олӧны, визлалӧны сӧмын войясын, кучик ВЫВТІ.
0133	NOUN	туй	туй-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	virtaa tietä (=reittiä) pitkin	визувтӧ	NA	туйӧд	Тулысын либӧ гырысь зэръяс бӧрын колӧ видз вылад приметитны: кытіджык, кутшӧм ТУЙӦД да кытчӧ визувтӧ ваыс ваа увтас инысь; пасъявны ва визувтан туйяссӧ бедьторъясӧн либӧ гурантор кодйышталӧмӧн.
0134	ADP	веркӧс	веркӧс-ӧд	sg	prl	FALSE	Väylä (2-ulott.)	NA	NA	NA	NA	NA	(vedet) virtaavat (maan) pintaa pitkin	визувтӧны	му	веркӧсӧд	Ю чукӧрмӧ уна пӧлӧс ваясысь — ключсянь пыдзыртчысь ваясысь да зэр ваысь, кодъяс визувтӧны му ВЕРКӦСӦД юясӧ.
0135	ADP	гӧгӧр	гӧгӧр-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	sairastavat nenän ympäriltä (= oireilevat)	висьмылӧны	ныр	гӧгӧрті	Унджыкысь чахоткаӧн висьмылӧны чужӧм кучик да ныр ГӦГӦРТІ.
